client,model,question_id,category,status,score_0_to_5,scorer_notes,hallucination_count,missed_source_risk,scoring_basis
gemini,gemini-3.1-pro-preview,Q059,Procurement and spending controls,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q059,Procurement and spending controls,completed,0,Non-answer; misses all required approvals and thresholds.,1,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q060,Procurement and spending controls,completed,5,Complete and accurate.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q060,Procurement and spending controls,completed,5,"Includes urgency condition, 5 working days, Director approval, and quarterly Audit and Risk Committee reporting.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q060,Procurement and spending controls,completed,5,Fully satisfies the rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q060,Procurement and spending controls,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q060,Procurement and spending controls,completed,0,Non-answer; does not provide the retrospective approval process.,1,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q061,Procurement and spending controls,completed,5,Fully satisfies the rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q061,Procurement and spending controls,completed,5,Fully captures agency approval regardless of cost and procurement/salary threshold distinction.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q061,Procurement and spending controls,completed,5,Complete answer with both required policy points.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q061,Procurement and spending controls,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q061,Procurement and spending controls,completed,0,Non-answer; says the relationship cannot be determined and misses the required policy content.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q062,Procurement and spending controls,completed,5,Fully covers the workbook notes and review metadata.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q062,Procurement and spending controls,completed,5,"Includes all five notes plus last updated, next review, and owner.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q062,Procurement and spending controls,completed,4,"Mostly complete, but omits the workbook owner.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q062,Procurement and spending controls,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q062,Procurement and spending controls,completed,0,Non-answer placeholder.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q063,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Complete answer with all required conditions.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q063,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Complete scope and all four limited personal use conditions.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q063,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Fully satisfies the rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q063,"Data protection, information security, FOI, social media, and whistleblowing",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q063,"Data protection, information security, FOI, social media, and whistleblowing",completed,0,Non-answer; misses all required policy details.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q064,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Complete and well structured against all required rule categories.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q064,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,"Complete email, classification, personal email, filtering, and bypass rules.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q064,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Fully satisfies the rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q064,"Data protection, information security, FOI, social media, and whistleblowing",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q064,"Data protection, information security, FOI, social media, and whistleblowing",completed,0,Non-answer; does not provide any required rules.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q065,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Lists all four required internal notes despite saying 'Three' in the lead-in.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q065,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Includes all four stale/update-needed notes.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q065,"Data protection, information security, FOI, social media, and whistleblowing",completed,4,Includes all four signals but omits the Q1 2023 rollout detail for Zscaler.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q065,"Data protection, information security, FOI, social media, and whistleblowing",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q065,"Data protection, information security, FOI, social media, and whistleblowing",completed,0,Non-answer; misses all required stale/update-needed notes.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q066,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Fully satisfies the rubric; extra handling details do not conflict.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q066,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Covers more than four responsibilities and all four sharing checks.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q066,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Complete responsibilities and sharing checks.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q066,"Data protection, information security, FOI, social media, and whistleblowing",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q066,"Data protection, information security, FOI, social media, and whistleblowing",completed,0,Non-answer; misses responsibilities and sharing checks.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q067,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Fully covers the required breach and SAR rules.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q067,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Includes all breach and SAR handling rules.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q067,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Complete answer with all required timings and routing rules.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q067,"Data protection, information security, FOI, social media, and whistleblowing",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q067,"Data protection, information security, FOI, social media, and whistleblowing",completed,0,Non-answer; does not provide required breach or SAR rules.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q068,"Data protection, information security, FOI, social media, and whistleblowing",completed,3,"Correct draft/not approved status, but gives only one incomplete/reviewer example instead of at least three.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q068,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Covers draft/not approved status and multiple incomplete/TODO examples.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q068,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Fully satisfies the rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q068,"Data protection, information security, FOI, social media, and whistleblowing",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q068,"Data protection, information security, FOI, social media, and whistleblowing",completed,2,"Identifies draft status, but omits the required incomplete/TODO examples.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q069,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Complete answer with all required draft policy rules.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q069,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,"Complete MFA, BYOD, SOC, P1-P4, and training rules.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q069,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Fully satisfies the rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q069,"Data protection, information security, FOI, social media, and whistleblowing",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q069,"Data protection, information security, FOI, social media, and whistleblowing",completed,0,Non-answer; misses all requested policy rules.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q070,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Fully satisfies the rubric with exemption and escalation details.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q070,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,Includes all exemptions and detailed internal review and ICO routes.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q070,"Data protection, information security, FOI, social media, and whistleblowing",completed,4,"Includes all exemptions and high-level escalation routes, but omits the specific contact details.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q070,"Data protection, information security, FOI, social media, and whistleblowing",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q070,"Data protection, information security, FOI, social media, and whistleblowing",completed,0,Non-answer; does not enumerate exemptions or routes.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q071,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,"Complete answer; includes required accounts, permissions, categories, and Twitter/X caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q071,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,"Fully covers accounts, permissions, political categories, and Twitter/X caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q071,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,"Fully satisfies rubric including account list, approvals, categories, and rebrand caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q071,"Data protection, information security, FOI, social media, and whistleblowing",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q071,"Data protection, information security, FOI, social media, and whistleblowing",completed,0,Non-answer; does not provide required policy details from the gold source.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q072,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,"Fully satisfies required categories, channels, grievance distinction, and timescales.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q072,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,"Fully covers all disclosure categories, grievance distinction, channels, and timings.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q072,"Data protection, information security, FOI, social media, and whistleblowing",completed,5,"Complete against rubric, including all channels and 5-day/60-day/7-year timings.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q072,"Data protection, information security, FOI, social media, and whistleblowing",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q072,"Data protection, information security, FOI, social media, and whistleblowing",completed,0,Non-answer; states insufficient excerpts and omits all required substantive details.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q073,People policies and operational procedures,completed,5,Compressed service bands but preserves all required entitlement values and carry-over rules.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q073,People policies and operational procedures,completed,5,"Fully covers entitlement matrix, holidays, privilege day, carry-over deadline, and Grade 6 exception.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q073,People policies and operational procedures,completed,5,Complete answer with all grade/service bands and carry-over rules.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q073,People policies and operational procedures,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q073,People policies and operational procedures,completed,0,Non-answer; does not provide required annual leave or carry-over details.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q074,People policies and operational procedures,completed,5,"Fully covers all four steps, timescales, accompaniment, higher-grade appeal, and disciplinary-overlap rule.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q074,People policies and operational procedures,completed,4,"Covers steps, timescales, accompaniment, and appeal level, but omits disciplinary-overlap rule.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q074,People policies and operational procedures,completed,4,Mostly complete but misses the rule that disciplinary overlap normally takes precedence and pauses the grievance.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q074,People policies and operational procedures,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q074,People policies and operational procedures,completed,0,Non-answer; required grievance process and timescales are absent.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q075,People policies and operational procedures,completed,4,"Strong on objectives, conversations, ratings, and moderation, but misses AA-to-Grade-6 scope and SCS exception.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q075,People policies and operational procedures,completed,5,"Complete against rubric including scope, dates, objectives, conversations, ratings, removed rating, and moderation caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q075,People policies and operational procedures,completed,4,"Covers objectives, conversations, ratings, and moderation, but omits scope and performance-year dates.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q075,People policies and operational procedures,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q075,People policies and operational procedures,completed,0,Non-answer; provides none of the required framework requirements.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q076,People policies and operational procedures,completed,5,Fully satisfies the rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q076,People policies and operational procedures,completed,5,"Fully covers stages, durations, accompaniment, records, pay outcomes, appeals, and conflict rule.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q076,People policies and operational procedures,completed,5,"Complete and precise across all required performance, pay, and appeal rules.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q076,People policies and operational procedures,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q076,People policies and operational procedures,completed,0,Non-answer; does not extract the required rules.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q077,People policies and operational procedures,completed,5,Fully covers all required flexible-working provisions.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q077,People policies and operational procedures,completed,5,"Fully covers attendance, Grade 6 caveat, request timing, trial, core hours, and equipment/furniture rules.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q077,People policies and operational procedures,completed,5,Complete against rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q077,People policies and operational procedures,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q077,People policies and operational procedures,completed,0,Non-answer; required policy details are missing.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q078,People policies and operational procedures,completed,5,Fully satisfies grade-band approval rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q078,People policies and operational procedures,completed,5,"Fully covers all five grade bands, approvers, and extra requirements.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q078,People policies and operational procedures,completed,5,Complete and matches the gold answer.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q078,People policies and operational procedures,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q078,People policies and operational procedures,completed,0,Non-answer; omits the grade approval matrix.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q079,People policies and operational procedures,completed,5,Complete against rubric including clearance timings and retention periods.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q079,People policies and operational procedures,completed,5,"Fully covers panel rules, bias training, clearance timings, and record retention.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q079,People policies and operational procedures,completed,4,"Covers panels, training, and retention, but omits clearance processing times.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q079,People policies and operational procedures,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q079,People policies and operational procedures,completed,0,"Non-answer; required panel, clearance, and retention rules are absent.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q080,People policies and operational procedures,completed,5,"Complete against rubric, including overdue review caveat and all key values.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q080,People policies and operational procedures,completed,5,"Fully covers past-review reason and all required travel, subsistence, claim, and receipt values.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q080,People policies and operational procedures,completed,3,"Includes past-review flag and rates, but misses standard/first-class rail rules, claim deadline, and receipt threshold.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q080,People policies and operational procedures,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q080,People policies and operational procedures,completed,2,"Correctly identifies past-review flag, but omits all required key rates and claim/receipt rules.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q081,People policies and operational procedures,completed,5,Complete and accurate against the rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q081,People policies and operational procedures,completed,5,"Fully covers severity actions/timeframes, investigation deadlines, and retention caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q081,People policies and operational procedures,completed,5,"Fully satisfies all required reporting, investigation, and retention points.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q081,People policies and operational procedures,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q081,People policies and operational procedures,completed,0,Non-answer; does not provide required procedure rules.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q082,People policies and operational procedures,completed,5,"Fully satisfies the rubric, including caveats.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q082,People policies and operational procedures,completed,5,"Covers eligibility, benefits, amounts, debt deduction, repayment, review, and both caveats.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q082,People policies and operational procedures,completed,5,Complete answer with required rules and 2018/UC caveats.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q082,People policies and operational procedures,quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q082,People policies and operational procedures,completed,0,Non-answer; required Budgeting Loan rules are absent.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q083,"Overpayment, Social Fund, and staff-directory dark data",completed,5,Complete answer; extra State Pension note is not material to the asked rows.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q083,"Overpayment, Social Fund, and staff-directory dark data",completed,5,Fully lists rates and responsibility/cannot-recover caveats.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q083,"Overpayment, Social Fund, and staff-directory dark data",completed,4,"Mostly correct, but omits that Housing Benefit is recovered by the local authority, not DWP.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q083,"Overpayment, Social Fund, and staff-directory dark data",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q083,"Overpayment, Social Fund, and staff-directory dark data",completed,0,Non-answer; no recovery rates or caveats supplied.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q084,"Overpayment, Social Fund, and staff-directory dark data",completed,5,"Complete and accurate against threshold, authority, timing, and known-error requirements.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q084,"Overpayment, Social Fund, and staff-directory dark data",completed,5,"Includes all thresholds, authorities, timings, and missing-action known error.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q084,"Overpayment, Social Fund, and staff-directory dark data",completed,3,"Includes thresholds and known error, but omits most authority levels and review/immediate timings required by the rubric.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q084,"Overpayment, Social Fund, and staff-directory dark data",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q084,"Overpayment, Social Fund, and staff-directory dark data",completed,0,Non-answer; required escalation thresholds and error are missing.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q085,"Overpayment, Social Fund, and staff-directory dark data",completed,5,"Fully covers definitions, recovery approaches, limitation periods, and official-error legal uncertainty.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q085,"Overpayment, Social Fund, and staff-directory dark data",completed,3,"Provides definitions and caveats but omits most recovery approaches, civil penalty amounts, and limitation periods from the main answer.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q085,"Overpayment, Social Fund, and staff-directory dark data",completed,4,"Mostly complete, but omits civil fraud penalty details including 50%, minimum, and maximum.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q085,"Overpayment, Social Fund, and staff-directory dark data",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q085,"Overpayment, Social Fund, and staff-directory dark data",completed,0,Non-answer; does not distinguish the overpayment categories.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q086,"Overpayment, Social Fund, and staff-directory dark data",completed,5,"Fully satisfies the required payment methods, caveats, and contact details.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q086,"Overpayment, Social Fund, and staff-directory dark data",completed,5,"Covers method minimums, cheque phase-out, DEA/CCJ caveats, and contact details.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q086,"Overpayment, Social Fund, and staff-directory dark data",completed,4,"Overpayment portion is mostly complete and caveats cover cheque phase-out, but the answer includes irrelevant Social Fund and staff-directory claims that could mislead.",2,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q086,"Overpayment, Social Fund, and staff-directory dark data",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q086,"Overpayment, Social Fund, and staff-directory dark data",completed,0,"Non-answer; no payment methods, minimums, or contacts provided.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q087,"Overpayment, Social Fund, and staff-directory dark data",completed,5,"Fully covers stale £65 threshold, £1m missing action, and rate/update warnings.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q087,"Overpayment, Social Fund, and staff-directory dark data",completed,4,"Covers the three caveat clusters, but omits the exact £45-in-2009-prices detail and exact missing action text.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q087,"Overpayment, Social Fund, and staff-directory dark data",completed,4,"Covers all clusters broadly, but misses the £45-in-2009-prices detail and exact missing-action wording.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q087,"Overpayment, Social Fund, and staff-directory dark data",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q087,"Overpayment, Social Fund, and staff-directory dark data",completed,0,Placeholder answer; does not provide required caveats.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q088,"Overpayment, Social Fund, and staff-directory dark data",completed,4,"Covers most required caveats and dates, but omits the name-format note.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q088,"Overpayment, Social Fund, and staff-directory dark data",completed,4,"Covers synthetic status, HR date, missing data, grade issue, and refresh date, but omits the name-format note.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q088,"Overpayment, Social Fund, and staff-directory dark data",completed,4,Mostly complete but omits the name-format note.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
